lap,distance_m,time_s,speed_kmh,throttle,brake,steering_deg,gear
baseline,2020.667,33.5341,258.931,0.0,0.2641,-2.868,6
baseline,2025.333,33.599,258.417,0.0,0.2824,-2.759,6
baseline,2030.0,33.664,257.871,0.0,0.3007,-2.672,6
baseline,2034.667,33.7291,257.294,0.0,0.319,-2.604,6
baseline,2039.333,33.7944,256.686,0.0,0.3373,-2.555,6
baseline,2044.0,33.8599,256.047,0.0,0.3556,-2.521,6
baseline,2048.667,33.9255,255.377,0.0,0.3739,-2.501,6
baseline,2053.333,33.9913,254.676,0.0,0.3922,-2.492,6
baseline,2058.0,34.0572,253.944,0.0,0.4106,-2.492,6
baseline,2062.667,34.1234,253.18,0.0,0.4291,-2.497,6
baseline,2067.333,34.1897,252.385,0.0,0.4477,-2.505,6
baseline,2072.0,34.2563,251.558,0.0,0.4663,-2.513,6
baseline,2076.667,34.3231,250.699,0.0,0.4849,-2.518,6
baseline,2081.333,34.3901,249.809,0.0,0.5036,-2.517,6
baseline,2086.0,34.4574,248.887,0.0,0.5223,-2.507,6
baseline,2090.667,34.5249,247.933,0.0,0.541,-2.486,6
baseline,2095.333,34.5926,246.948,0.0,0.5598,-2.45,6
baseline,2100.0,34.6607,245.93,0.0,0.5784,-2.397,6
baseline,2104.667,34.729,244.881,0.0,0.5971,-2.324,6
baseline,2109.333,34.7976,243.8,0.0,0.6156,-2.229,6
baseline,2114.0,34.8665,242.688,0.0,0.634,-2.11,6
baseline,2118.667,34.9357,241.545,0.0,0.6522,-1.965,6
baseline,2123.333,35.0053,240.37,0.0,0.6702,-1.791,6
baseline,2128.0,35.0751,239.166,0.0,0.688,-1.588,6
baseline,2132.667,35.1454,237.931,0.0,0.7055,-1.354,6
baseline,2137.333,35.216,236.667,0.0,0.7226,-1.088,6
baseline,2142.0,35.287,235.374,0.0,0.7394,-0.79,6
baseline,2146.667,35.3584,234.053,0.0,0.7557,-0.459,6
baseline,2151.333,35.4301,232.705,0.0,0.7716,-0.096,6
baseline,2156.0,35.5023,231.33,0.0,0.7869,0.3,6
baseline,2160.667,35.575,229.929,0.0,0.8016,0.728,6
baseline,2165.333,35.648,228.505,0.0,0.8156,1.187,6
baseline,2170.0,35.7215,227.056,0.0,0.829,1.675,6
baseline,2174.667,35.7955,225.586,0.0,0.8416,2.192,6
baseline,2179.333,35.87,224.095,0.0,0.8533,2.734,5
baseline,2184.0,35.945,222.585,0.0,0.8642,3.301,5
baseline,2188.667,36.0205,221.057,0.0,0.8742,3.89,5
baseline,2193.333,36.0965,219.512,0.0,0.8833,4.497,5
baseline,2198.0,36.173,217.954,0.0,0.8912,5.12,5
baseline,2202.667,36.2501,216.382,0.0,0.8981,5.756,5
baseline,2207.333,36.3277,214.8,0.0,0.9039,6.401,5
baseline,2212.0,36.4059,213.209,0.0,0.9085,7.053,5
baseline,2216.667,36.4847,211.611,0.0,0.9119,7.706,5
baseline,2221.333,36.5641,210.009,0.0,0.9139,8.357,5
baseline,2226.0,36.6441,208.404,0.0,0.9147,9.003,5
baseline,2230.667,36.7247,206.799,0.0,0.9142,9.639,5
baseline,2235.333,36.806,205.196,0.0,0.9122,10.262,5
baseline,2240.0,36.8878,203.597,0.0,0.9088,10.867,5
baseline,2244.667,36.9703,202.006,0.0,0.904,11.45,5
baseline,2249.333,37.0535,200.423,0.0,0.8977,12.007,5
baseline,2254.0,37.1373,198.853,0.0,0.8899,12.536,5
baseline,2258.667,37.2218,197.298,0.0,0.8806,13.03,5
baseline,2263.333,37.307,195.759,0.0,0.8698,13.489,5
baseline,2268.0,37.3928,194.24,0.0,0.8575,13.906,5
baseline,2272.667,37.4793,192.744,0.0,0.8436,14.281,5
baseline,2277.333,37.5664,191.272,0.0,0.8282,14.609,5
baseline,2282.0,37.6543,189.828,0.0,0.8112,14.889,4
baseline,2286.667,37.7428,188.414,0.0,0.7928,15.116,4
baseline,2291.333,37.8319,187.032,0.0,0.7728,15.29,4
baseline,2296.0,37.9218,185.686,0.0,0.7514,15.409,4
baseline,2300.667,38.0122,184.378,0.0,0.7285,15.471,4
baseline,2305.333,38.1034,183.109,0.0,0.7042,15.475,4
baseline,2310.0,38.1951,181.884,0.0,0.6785,15.421,4
baseline,2314.667,38.2875,180.703,0.0,0.6514,15.307,4
baseline,2319.333,38.3804,179.569,0.0,0.6231,15.133,4
baseline,2324.0,38.474,178.484,0.0,0.5935,14.901,4
baseline,2328.667,38.5681,177.451,0.0,0.5627,14.611,4
baseline,2333.333,38.6628,176.471,0.0,0.5307,14.264,4
baseline,2338.0,38.758,175.546,0.0,0.4977,13.861,4
baseline,2342.667,38.8537,174.679,0.0,0.4636,13.404,4
baseline,2347.333,38.9499,173.87,0.0,0.4286,12.895,4
baseline,2352.0,39.0465,173.122,0.0,0.3928,12.337,4
baseline,2356.667,39.1435,172.435,0.0,0.3561,11.732,4
baseline,2361.333,39.241,171.811,0.0,0.3188,11.083,4
baseline,2366.0,39.3388,171.251,0.0,0.2808,10.394,4
baseline,2370.667,39.4369,170.756,0.0,0.2422,9.669,4
baseline,2375.333,39.5352,170.327,0.0,0.2032,8.91,4
baseline,2380.0,39.6339,169.965,0.0,0.1639,8.123,4
baseline,2384.667,39.7327,169.67,0.0,0.1242,7.31,4
baseline,2389.333,39.8317,169.443,0.0,0.0844,6.476,4
baseline,2394.0,39.9309,169.283,0.9372,0.0444,5.626,4
baseline,2398.667,40.0301,169.192,0.9712,0.0045,4.765,4
baseline,2403.333,40.1294,169.168,1.0,0.0,3.895,4
baseline,2408.0,40.2287,169.212,1.0,0.0,3.023,4
baseline,2412.667,40.328,169.323,1.0,0.0,2.152,4
baseline,2417.333,40.4272,169.501,1.0,0.0,1.286,4
baseline,2422.0,40.5263,169.745,1.0,0.0,0.431,4
baseline,2426.667,40.6253,170.054,1.0,0.0,-0.41,4
baseline,2431.333,40.7241,170.427,1.0,0.0,-1.233,4
baseline,2436.0,40.8227,170.863,1.0,0.0,-2.034,4
baseline,2440.667,40.921,171.361,1.0,0.0,-2.81,4
baseline,2445.333,41.0191,171.919,1.0,0.0,-3.556,4
baseline,2450.0,41.1168,172.536,1.0,0.0,-4.27,4
baseline,2454.667,41.2141,173.211,1.0,0.0,-4.949,4
baseline,2459.333,41.3111,173.941,1.0,0.0,-5.59,4
baseline,2464.0,41.4077,174.724,1.0,0.0,-6.191,4
baseline,2468.667,41.5039,175.559,1.0,0.0,-6.75,4
baseline,2473.333,41.5996,176.443,1.0,0.0,-7.265,4
baseline,2478.0,41.6948,177.375,1.0,0.0,-7.736,4
baseline,2482.667,41.7895,178.352,1.0,0.0,-8.16,4
baseline,2487.333,41.8837,179.371,1.0,0.0,-8.538,4
baseline,2492.0,41.9773,180.431,1.0,0.0,-8.869,4
baseline,2496.667,42.0705,181.529,1.0,0.0,-9.153,4
baseline,2501.333,42.163,182.662,1.0,0.0,-9.391,4
baseline,2506.0,42.255,183.828,1.0,0.0,-9.583,4
baseline,2510.667,42.3464,185.025,1.0,0.0,-9.731,4
baseline,2515.333,42.4372,186.249,1.0,0.0,-9.835,4
baseline,2520.0,42.5274,187.499,1.0,0.0,-9.898,4
baseline,2524.667,42.617,188.771,1.0,0.0,-9.921,4
baseline,2529.333,42.706,190.063,1.0,0.0,-9.907,4
baseline,2534.0,42.7944,191.372,1.0,0.0,-9.858,5
baseline,2538.667,42.8821,192.697,1.0,0.0,-9.777,5
baseline,2543.333,42.9693,194.033,1.0,0.0,-9.666,5
baseline,2548.0,43.0559,195.379,1.0,0.0,-9.528,5
baseline,2552.667,43.1419,196.733,1.0,0.0,-9.367,5
baseline,2557.333,43.2273,198.091,1.0,0.0,-9.186,5
baseline,2562.0,43.3121,199.451,1.0,0.0,-8.987,5
baseline,2566.667,43.3963,200.812,1.0,0.0,-8.774,5
baseline,2571.333,43.48,202.17,1.0,0.0,-8.552,5
baseline,2576.0,43.5631,203.523,1.0,0.0,-8.321,5
baseline,2580.667,43.6456,204.87,1.0,0.0,-8.087,5
baseline,2585.333,43.7276,206.208,1.0,0.0,-7.852,5
baseline,2590.0,43.8091,207.536,1.0,0.0,-7.619,5
baseline,2594.667,43.8901,208.85,1.0,0.0,-7.391,5
baseline,2599.333,43.9705,210.15,1.0,0.0,-7.171,5
baseline,2604.0,44.0504,211.433,1.0,0.0,-6.961,5
baseline,2608.667,44.1299,212.697,1.0,0.0,-6.764,5
baseline,2613.333,44.2089,213.942,1.0,0.0,-6.582,5
baseline,2618.0,44.2874,215.165,1.0,0.0,-6.416,5
baseline,2622.667,44.3655,216.365,1.0,0.0,-6.269,5
baseline,2627.333,44.4431,217.54,1.0,0.0,-6.141,5
baseline,2632.0,44.5204,218.69,1.0,0.0,-6.034,5
baseline,2636.667,44.5972,219.811,1.0,0.0,-5.948,5
baseline,2641.333,44.6736,220.904,1.0,0.0,-5.885,5
baseline,2646.0,44.7497,221.967,1.0,0.0,-5.843,5
baseline,2650.667,44.8254,222.998,1.0,0.0,-5.823,5
baseline,2655.333,44.9007,223.997,1.0,0.0,-5.825,5
baseline,2660.0,44.9757,224.962,1.0,0.0,-5.847,5
baseline,2664.667,45.0504,225.892,1.0,0.0,-5.889,6
baseline,2669.333,45.1247,226.786,1.0,0.0,-5.949,6
baseline,2674.0,45.1988,227.642,1.0,0.0,-6.026,6
baseline,2678.667,45.2726,228.46,1.0,0.0,-6.118,6
baseline,2683.333,45.3462,229.238,1.0,0.0,-6.223,6
baseline,2688.0,45.4194,229.975,1.0,0.0,-6.338,6
baseline,2692.667,45.4925,230.67,1.0,0.0,-6.461,6
baseline,2697.333,45.5653,231.32,1.0,0.0,-6.589,6
baseline,2702.0,45.638,231.926,1.0,0.0,-6.72,6
baseline,2706.667,45.7104,232.484,1.0,0.0,-6.851,6
baseline,2711.333,45.7827,232.994,1.0,0.0,-6.978,6
baseline,2716.0,45.8548,233.455,1.0,0.0,-7.098,6
baseline,2720.667,45.9267,233.863,1.0,0.0,-7.209,6
baseline,2725.333,45.9986,234.217,1.0,0.0,-7.307,6
baseline,2730.0,46.0703,234.516,1.0,0.0,-7.39,6
baseline,2734.667,46.1419,234.757,1.0,0.0,-7.453,6
baseline,2739.333,46.2135,234.937,1.0,0.0,-7.494,6
baseline,2744.0,46.285,235.055,1.0,0.0,-7.511,6
baseline,2748.667,46.3565,235.108,1.0,0.0,-7.5,6
baseline,2753.333,46.4279,235.093,0.975,0.0,-7.459,6
baseline,2758.0,46.4994,235.008,0.939,0.0423,-7.385,6
baseline,2762.667,46.5709,234.849,0.0,0.0862,-7.277,6
baseline,2767.333,46.6424,234.615,0.0,0.1319,-7.133,6
baseline,2772.0,46.714,234.301,0.0,0.1793,-6.95,6
baseline,2776.667,46.7857,233.905,0.0,0.2285,-6.728,6
baseline,2781.333,46.8575,233.424,0.0,0.2796,-6.465,6
baseline,2786.0,46.9295,232.854,0.0,0.3324,-6.161,6
baseline,2790.667,47.0017,232.194,0.0,0.387,-5.816,6
baseline,2795.333,47.074,231.439,0.0,0.4434,-5.428,6
baseline,2800.0,47.1466,230.586,0.0,0.5014,-4.999,6
baseline,2804.667,47.2195,229.634,0.0,0.561,-4.528,6
baseline,2809.333,47.2926,228.579,0.0,0.6222,-4.017,6
baseline,2814.0,47.3661,227.418,0.0,0.6847,-3.468,6
baseline,2818.667,47.44,226.151,0.0,0.7483,-2.88,6
baseline,2823.333,47.5143,224.774,0.0,0.813,-2.257,5
baseline,2828.0,47.589,223.287,0.0,0.8785,-1.601,5
baseline,2832.667,47.6643,221.687,0.0,0.9446,-0.914,5
baseline,2837.333,47.74,219.975,0.0,1.0,-0.199,5
baseline,2842.0,47.8164,218.15,0.0,1.0,0.542,5
baseline,2846.667,47.8934,216.212,0.0,1.0,1.304,5
baseline,2851.333,47.9711,214.163,0.0,1.0,2.084,5
baseline,2856.0,48.0496,212.003,0.0,1.0,2.879,5
baseline,2860.667,48.1288,209.735,0.0,1.0,3.684,5
baseline,2865.333,48.2089,207.363,0.0,1.0,4.496,5
baseline,2870.0,48.2899,204.888,0.0,1.0,5.311,5
baseline,2874.667,48.3719,202.317,0.0,1.0,6.124,5
baseline,2879.333,48.455,199.653,0.0,1.0,6.93,5
baseline,2884.0,48.5391,196.904,0.0,1.0,7.726,5
baseline,2888.667,48.6244,194.075,0.0,1.0,8.507,5
baseline,2893.333,48.711,191.175,0.0,1.0,9.269,5
baseline,2898.0,48.7989,188.211,0.0,1.0,10.008,4
baseline,2902.667,48.8881,185.194,0.0,1.0,10.719,4
baseline,2907.333,48.9789,182.132,0.0,1.0,11.399,4
baseline,2912.0,49.0711,179.037,0.0,1.0,12.043,4
baseline,2916.667,49.1649,175.921,0.0,1.0,12.649,4
baseline,2921.333,49.2604,172.794,0.0,1.0,13.212,4
baseline,2926.0,49.3577,169.669,0.0,1.0,13.729,4
baseline,2930.667,49.4567,166.56,0.0,1.0,14.198,4
baseline,2935.333,49.5575,163.48,0.0,1.0,14.616,4
baseline,2940.0,49.6603,160.443,0.0,1.0,14.98,4
baseline,2944.667,49.765,157.463,0.0,1.0,15.289,4
baseline,2949.333,49.8717,154.553,0.0,1.0,15.54,3
baseline,2954.0,49.9804,151.729,0.0,1.0,15.733,3
baseline,2958.667,50.0911,149.003,0.0,1.0,15.866,3
baseline,2963.333,50.2039,146.391,0.0,1.0,15.939,3
baseline,2968.0,50.3186,143.905,0.0,1.0,15.952,3
baseline,2972.667,50.4354,141.558,0.0,1.0,15.905,3
baseline,2977.333,50.5541,139.363,0.0,1.0,15.798,3
baseline,2982.0,50.6746,137.333,0.0,1.0,15.632,3
baseline,2986.667,50.7969,135.477,0.0,1.0,15.409,3
baseline,2991.333,50.9209,133.807,0.0,0.8958,15.129,3
baseline,2996.0,51.0465,132.331,0.0,0.7789,14.796,3
baseline,3000.667,51.1735,131.059,0.0,0.6575,14.411,3
baseline,3005.333,51.3016,129.996,0.0,0.5322,13.976,3
baseline,3010.0,51.4309,129.149,0.0,0.4037,13.495,3
baseline,3014.667,51.561,128.523,0.0,0.2729,12.971,3
baseline,3019.333,51.6917,128.121,0.0,0.1405,12.407,3
baseline,3024.0,51.8228,127.946,0.6976,0.0072,11.806,3
baseline,3028.667,51.9541,127.997,0.72,0.0,11.173,3
baseline,3033.333,52.0854,128.274,0.72,0.0,10.51,3
baseline,3038.0,52.2163,128.776,0.72,0.0,9.823,3
baseline,3042.667,52.3468,129.499,0.72,0.0,9.116,3
baseline,3047.333,52.4765,130.438,0.72,0.0,8.391,3
baseline,3052.0,52.6053,131.588,0.72,0.0,7.655,3
baseline,3056.667,52.733,132.942,0.72,0.0,6.91,3
baseline,3061.333,52.8594,134.491,0.72,0.0,6.162,3
baseline,3066.0,52.9843,136.227,0.72,0.0,5.413,3
baseline,3070.667,53.1076,138.138,0.72,0.0,4.669,3
baseline,3075.333,53.2292,140.216,0.72,0.0,3.933,3
baseline,3080.0,53.349,142.446,0.72,0.0,3.209,3
baseline,3084.667,53.467,144.818,0.72,0.0,2.5,3
baseline,3089.333,53.583,147.318,0.72,0.0,1.81,3
baseline,3094.0,53.697,149.933,0.72,0.0,1.142,3
baseline,3098.667,53.8091,152.649,0.72,0.0,0.499,3
baseline,3103.333,53.9191,155.452,0.72,0.0,-0.116,3
baseline,3108.0,54.0272,158.328,0.72,0.0,-0.702,4
baseline,3112.667,54.1333,161.264,0.72,0.0,-1.255,4
baseline,3117.333,54.2375,164.246,0.72,0.0,-1.775,4
baseline,3122.0,54.3398,167.259,1.0,0.0,-2.259,4
baseline,3126.667,54.4402,170.292,1.0,0.0,-2.708,4
baseline,3131.333,54.5389,173.33,1.0,0.0,-3.119,4
baseline,3136.0,54.6358,176.362,1.0,0.0,-3.492,4
baseline,3140.667,54.731,179.376,1.0,0.0,-3.828,4
baseline,3145.333,54.8247,182.36,1.0,0.0,-4.126,4
baseline,3150.0,54.9168,185.305,1.0,0.0,-4.388,4
baseline,3154.667,55.0075,188.201,1.0,0.0,-4.613,4
baseline,3159.333,55.0968,191.038,1.0,0.0,-4.804,5
baseline,3164.0,55.1847,193.809,1.0,0.0,-4.96,5
baseline,3168.667,55.2714,196.506,1.0,0.0,-5.085,5
baseline,3173.333,55.3569,199.122,1.0,0.0,-5.18,5
baseline,3178.0,55.4412,201.653,1.0,0.0,-5.247,5
baseline,3182.667,55.5246,204.092,1.0,0.0,-5.289,5
baseline,3187.333,55.6069,206.437,1.0,0.0,-5.307,5
baseline,3192.0,55.6883,208.682,1.0,0.0,-5.306,5
baseline,3196.667,55.7688,210.827,1.0,0.0,-5.287,5
baseline,3201.333,55.8484,212.869,1.0,0.0,-5.253,5
baseline,3206.0,55.9274,214.807,1.0,0.0,-5.208,5
baseline,3210.667,56.0056,216.639,1.0,0.0,-5.154,5
baseline,3215.333,56.0831,218.367,1.0,0.0,-5.095,5
baseline,3220.0,56.1601,219.99,1.0,0.0,-5.033,5
baseline,3224.667,56.2364,221.51,1.0,0.0,-4.972,5
baseline,3229.333,56.3123,222.928,1.0,0.0,-4.914,5
baseline,3234.0,56.3876,224.245,1.0,0.0,-4.862,5
baseline,3238.667,56.4625,225.465,1.0,0.0,-4.819,6
baseline,3243.333,56.5371,226.588,1.0,0.0,-4.787,6
baseline,3248.0,56.6112,227.618,1.0,0.0,-4.769,6
baseline,3252.667,56.685,228.558,1.0,0.0,-4.766,6
baseline,3257.333,56.7585,229.41,1.0,0.0,-4.781,6
baseline,3262.0,56.8317,230.177,1.0,0.0,-4.815,6
baseline,3266.667,56.9047,230.863,1.0,0.0,-4.869,6
baseline,3271.333,56.9775,231.471,1.0,0.0,-4.946,6
baseline,3276.0,57.0501,232.003,1.0,0.0,-5.044,6
baseline,3280.667,57.1225,232.464,1.0,0.0,-5.166,6
baseline,3285.333,57.1948,232.854,1.0,0.0,-5.31,6
baseline,3290.0,57.2669,233.179,1.0,0.0,-5.478,6
baseline,3294.667,57.339,233.439,1.0,0.0,-5.668,6
baseline,3299.333,57.4109,233.639,1.0,0.0,-5.881,6
baseline,3304.0,57.4828,233.78,1.0,0.0,-6.114,6
baseline,3308.667,57.5547,233.865,1.0,0.0,-6.367,6
baseline,3313.333,57.6265,233.896,1.0,0.0,-6.638,6
baseline,3318.0,57.6984,233.875,0.9769,0.0,-6.925,6
baseline,3322.667,57.7702,233.803,0.9522,0.0268,-7.227,6
baseline,3327.333,57.8421,233.683,0.0,0.0549,-7.54,6
baseline,3332.0,57.9139,233.516,0.0,0.0822,-7.862,6
baseline,3336.667,57.9859,233.304,0.0,0.1088,-8.191,6
baseline,3341.333,58.0579,233.047,0.0,0.1347,-8.523,6
baseline,3346.0,58.13,232.746,0.0,0.16,-8.855,6
baseline,3350.667,58.2022,232.403,0.0,0.1849,-9.185,6
baseline,3355.333,58.2745,232.017,0.0,0.2094,-9.508,6
baseline,3360.0,58.3469,231.59,0.0,0.2336,-9.822,6
baseline,3364.667,58.4194,231.123,0.0,0.2576,-10.122,6
baseline,3369.333,58.4921,230.615,0.0,0.2813,-10.406,6
baseline,3374.0,58.5649,230.066,0.0,0.305,-10.67,6
baseline,3378.667,58.638,229.478,0.0,0.3285,-10.911,6
baseline,3383.333,58.7112,228.849,0.0,0.352,-11.125,6
baseline,3388.0,58.7846,228.181,0.0,0.3755,-11.309,6
baseline,3392.667,58.8582,227.473,0.0,0.399,-11.46,6
baseline,3397.333,58.9321,226.724,0.0,0.4226,-11.576,6
baseline,3402.0,59.0062,225.936,0.0,0.4461,-11.653,6
baseline,3406.667,59.0805,225.107,0.0,0.4697,-11.688,6
baseline,3411.333,59.1552,224.239,0.0,0.4934,-11.681,5
baseline,3416.0,59.2301,223.33,0.0,0.517,-11.628,5
baseline,3420.667,59.3053,222.381,0.0,0.5407,-11.529,5
baseline,3425.333,59.3808,221.392,0.0,0.5643,-11.381,5
baseline,3430.0,59.4567,220.362,0.0,0.5878,-11.183,5
baseline,3434.667,59.533,219.293,0.0,0.6113,-10.936,5
baseline,3439.333,59.6096,218.184,0.0,0.6346,-10.637,5
baseline,3444.0,59.6866,217.035,0.0,0.6577,-10.289,5
baseline,3448.667,59.764,215.848,0.0,0.6806,-9.889,5
baseline,3453.333,59.8418,214.621,0.0,0.7031,-9.44,5
baseline,3458.0,59.9201,213.357,0.0,0.7253,-8.943,5
baseline,3462.667,59.9988,212.055,0.0,0.747,-8.398,5
baseline,3467.333,60.0781,210.717,0.0,0.7682,-7.807,5
baseline,3472.0,60.1578,209.343,0.0,0.7889,-7.173,5
baseline,3476.667,60.238,207.935,0.0,0.8088,-6.497,5
baseline,3481.333,60.3188,206.493,0.0,0.828,-5.783,5
baseline,3486.0,60.4002,205.02,0.0,0.8463,-5.033,5
baseline,3490.667,60.4821,203.516,0.0,0.8637,-4.25,5
baseline,3495.333,60.5647,201.983,0.0,0.8801,-3.438,5
baseline,3500.0,60.6479,200.424,0.0,0.8954,-2.601,5
baseline,3504.667,60.7317,198.839,0.0,0.9095,-1.743,5
baseline,3509.333,60.8162,197.231,0.0,0.9223,-0.867,5
baseline,3514.0,60.9013,195.603,0.0,0.9337,0.021,5
baseline,3518.667,60.9872,193.957,0.0,0.9437,0.919,5
baseline,3523.333,61.0739,192.295,0.0,0.9522,1.821,5
baseline,3528.0,61.1612,190.619,0.0,0.9591,2.722,4
baseline,3532.667,61.2494,188.934,0.0,0.9642,3.619,4
baseline,3537.333,61.3383,187.241,0.0,0.9677,4.507,4
baseline,3542.0,61.428,185.544,0.0,0.9692,5.381,4
baseline,3546.667,61.5185,183.845,0.0,0.9689,6.237,4
baseline,3551.333,61.6099,182.149,0.0,0.9667,7.071,4
baseline,3556.0,61.7022,180.459,0.0,0.9624,7.878,4
baseline,3560.667,61.7953,178.777,0.0,0.9561,8.655,4
baseline,3565.333,61.8892,177.108,0.0,0.9476,9.397,4
baseline,3570.0,61.9841,175.455,0.0,0.9371,10.101,4
baseline,3574.667,62.0798,173.822,0.0,0.9244,10.764,4
baseline,3579.333,62.1765,172.213,0.0,0.9095,11.383,4
baseline,3584.0,62.274,170.63,0.0,0.8924,11.955,4
baseline,3588.667,62.3725,169.078,0.0,0.8731,12.477,4
baseline,3593.333,62.4719,167.562,0.0,0.8516,12.947,4
baseline,3598.0,62.5721,166.083,0.0,0.828,13.364,4
baseline,3602.667,62.6733,164.646,0.0,0.8022,13.725,4
baseline,3607.333,62.7753,163.255,0.0,0.7743,14.03,4
baseline,3612.0,62.8782,161.914,0.0,0.7443,14.279,4
baseline,3616.667,62.982,160.625,0.0,0.7122,14.469,4
baseline,3621.333,63.0866,159.392,0.0,0.6782,14.603,4
baseline,3626.0,63.192,158.219,0.0,0.6423,14.679,4
baseline,3630.667,63.2981,157.108,0.0,0.6045,14.699,4
baseline,3635.333,63.4051,156.064,0.0,0.565,14.664,3
baseline,3640.0,63.5127,155.088,0.0,0.5238,14.575,3
baseline,3644.667,63.6211,154.183,0.0,0.481,14.434,3
baseline,3649.333,63.73,153.352,0.0,0.4368,14.242,3
baseline,3654.0,63.8396,152.598,0.0,0.3912,14.002,3
baseline,3658.667,63.9497,151.922,0.0,0.3443,13.718,3
baseline,3663.333,64.0602,151.327,0.0,0.2964,13.391,3
baseline,3668.0,64.1713,150.814,0.0,0.2474,13.024,3
baseline,3672.667,64.2827,150.386,0.0,0.1976,12.621,3
baseline,3677.333,64.3944,150.042,0.0,0.1471,12.186,3
baseline,3682.0,64.5063,149.786,0.0,0.096,11.722,3
baseline,3686.667,64.6185,149.616,0.6748,0.0445,11.232,3
baseline,3691.333,64.7308,149.534,0.7065,0.0,10.721,3
baseline,3696.0,64.8431,149.541,0.72,0.0,10.192,3
baseline,3700.667,64.9555,149.636,0.72,0.0,9.649,3
baseline,3705.333,65.0678,149.82,0.72,0.0,9.096,3
baseline,3710.0,65.1799,150.091,0.72,0.0,8.536,3
baseline,3714.667,65.2918,150.449,0.72,0.0,7.974,3
baseline,3719.333,65.4035,150.894,0.72,0.0,7.414,3
baseline,3724.0,65.5148,151.425,0.72,0.0,6.858,3
baseline,3728.667,65.6258,152.039,0.72,0.0,6.31,3
baseline,3733.333,65.7363,152.736,0.72,0.0,5.773,3
baseline,3738.0,65.8463,153.513,0.72,0.0,5.25,3
baseline,3742.667,65.9557,154.369,0.72,0.0,4.745,3
baseline,3747.333,66.0645,155.301,0.72,0.0,4.258,3
baseline,3752.0,66.1727,156.307,0.72,0.0,3.794,3
baseline,3756.667,66.2802,157.385,0.72,0.0,3.353,4
baseline,3761.333,66.3869,158.531,0.72,0.0,2.937,4
baseline,3766.0,66.4929,159.742,0.72,0.0,2.549,4
baseline,3770.667,66.5981,161.017,0.72,0.0,2.188,4
baseline,3775.333,66.7024,162.351,0.72,0.0,1.855,4
baseline,3780.0,66.8059,163.741,0.72,0.0,1.552,4
baseline,3784.667,66.9085,165.183,1.0,0.0,1.277,4
baseline,3789.333,67.0102,166.675,1.0,0.0,1.032,4
baseline,3794.0,67.111,168.212,1.0,0.0,0.815,4
baseline,3798.667,67.2109,169.791,1.0,0.0,0.625,4
baseline,3803.333,67.3098,171.409,1.0,0.0,0.463,4
baseline,3808.0,67.4078,173.061,1.0,0.0,0.325,4
baseline,3812.667,67.5049,174.743,1.0,0.0,0.211,4
baseline,3817.333,67.601,176.453,1.0,0.0,0.118,4
baseline,3822.0,67.6962,178.186,1.0,0.0,0.045,4
baseline,3826.667,67.7905,179.939,1.0,0.0,-0.01,4
baseline,3831.333,67.8839,181.708,1.0,0.0,-0.051,4
baseline,3836.0,67.9764,183.489,1.0,0.0,-0.079,4
baseline,3840.667,68.0679,185.279,1.0,0.0,-0.098,4
baseline,3845.333,68.1586,187.075,1.0,0.0,-0.11,4
baseline,3850.0,68.2484,188.872,1.0,0.0,-0.118,4
baseline,3854.667,68.3373,190.669,1.0,0.0,-0.125,4
baseline,3859.333,68.4254,192.461,1.0,0.0,-0.134,5
baseline,3864.0,68.5127,194.245,1.0,0.0,-0.148,5
baseline,3868.667,68.5992,196.019,1.0,0.0,-0.17,5
baseline,3873.333,68.6849,197.78,1.0,0.0,-0.202,5
baseline,3878.0,68.7699,199.525,1.0,0.0,-0.247,5
baseline,3882.667,68.8541,201.251,1.0,0.0,-0.308,5
baseline,3887.333,68.9376,202.957,1.0,0.0,-0.387,5
baseline,3892.0,69.0203,204.64,1.0,0.0,-0.486,5
baseline,3896.667,69.1024,206.298,1.0,0.0,-0.608,5
baseline,3901.333,69.1839,207.929,1.0,0.0,-0.753,5
baseline,3906.0,69.2647,209.531,1.0,0.0,-0.924,5
baseline,3910.667,69.3448,211.102,1.0,0.0,-1.122,5
baseline,3915.333,69.4244,212.642,1.0,0.0,-1.347,5
baseline,3920.0,69.5034,214.149,1.0,0.0,-1.601,5
baseline,3924.667,69.5819,215.622,1.0,0.0,-1.883,5
baseline,3929.333,69.6598,217.059,1.0,0.0,-2.194,5
baseline,3934.0,69.7372,218.46,1.0,0.0,-2.534,5
baseline,3938.667,69.8141,219.824,1.0,0.0,-2.901,5
baseline,3943.333,69.8905,221.15,1.0,0.0,-3.296,5
baseline,3948.0,69.9665,222.439,1.0,0.0,-3.716,5
baseline,3952.667,70.042,223.69,1.0,0.0,-4.161,5
baseline,3957.333,70.1171,224.902,1.0,0.0,-4.628,5
baseline,3962.0,70.1918,226.075,1.0,0.0,-5.116,6
baseline,3966.667,70.2661,227.21,1.0,0.0,-5.621,6
baseline,3971.333,70.3401,228.307,1.0,0.0,-6.142,6
baseline,3976.0,70.4136,229.366,1.0,0.0,-6.676,6
baseline,3980.667,70.4869,230.387,1.0,0.0,-7.219,6
baseline,3985.333,70.5598,231.371,1.0,0.0,-7.768,6
baseline,3990.0,70.6324,232.318,1.0,0.0,-8.321,6
baseline,3994.667,70.7047,233.228,1.0,0.0,-8.872,6
baseline,3999.333,70.7768,234.104,1.0,0.0,-9.419,6
